1.175681660797697603e+01 7.924026358415376308e+03
1.588773074274366870e+01 7.835696706096927301e+03
2.147009658912735119e+01 7.899326326938574311e+03
2.901390104165709616e+01 7.678373246461263989e+03
3.920832168409383200e+01 7.500219696348141952e+03
5.298468782519778131e+01 7.283599926313201649e+03
7.160156373315433598e+01 7.250458742344401799e+03
9.675972699785981490e+01 7.004287417025056129e+03
1.307575460724914933e+02 6.704262428241970156e+03
1.767009517841850084e+02 6.287074562961698575e+03
2.387871851321439181e+02 5.788008205079450818e+03
3.226882436545884048e+02 5.196752914490853982e+03
4.360690567848488399e+02 4.477169050546403014e+03
5.892877290217439850e+02 3.721194250437165465e+03
7.963418228662308138e+02 2.966402052200187882e+03
1.076147130873841661e+03 2.280739794757856089e+03
1.454265761303029194e+03 1.676046790396391771e+03
1.965241409676917556e+03 1.192225508156288925e+03
2.655755159117814856e+03 8.340305428123897400e+02
3.588890113169555661e+03 5.573690619795127077e+02
4.849894464173685265e+03 3.455781106723642324e+02
6.553969492492866266e+03 2.090477866350738907e+02
8.856793983010044030e+03 1.273192312564200677e+02
1.196874653556656267e+04 7.303473838123927919e+01
1.617412507363661098e+04 3.732597231884154354e+01
2.185711938340893539e+04 1.839837697672490791e+01
2.953690945047059722e+04 8.783584849207814571e+00
3.991509606465032266e+04 3.367395935991738032e+00
5.393979679972509621e+04 1.177739940855963896e+00
