file 1: $r_\gamma$: 2.0656e-01

file 2: $r_\gamma$: 3.1042e-01

file 3: $r_\gamma$: 3.8065e-01

file 4: $r_\gamma$: 4.3008e-01

file 5: $r_\gamma$: 4.5994e-01

file 6: $r_\gamma$: 5.1647e-01

