1.046106054066039448e+01 4.425625487873458042e+04
1.142569698641199416e+01 4.484116035680109781e+04
1.247928459240738341e+01 4.446961673622211674e+04
1.363002573265343997e+01 4.439294112087679241e+04
1.488687913935589968e+01 4.389399369262235268e+04
1.625962964830337398e+01 4.311397963354144304e+04
1.775896437562028041e+01 4.308381538552818529e+04
1.939655591893871645e+01 4.268075041243140004e+04
2.118515323072580259e+01 4.062383016067647986e+04
2.313868087123214679e+01 4.019076432689832291e+04
2.527234741376387461e+01 3.914199775775359012e+04
2.760276384623333001e+01 3.810670002026938892e+04
3.014807289076643571e+01 3.628518075641328323e+04
3.292809024814359020e+01 3.507360450169984688e+04
3.596445886668826120e+01 3.357239977708803053e+04
3.928081743661503111e+01 3.178777507764566326e+04
4.290298442159662073e+01 3.108498423505381652e+04
4.685915906026977495e+01 2.951946204433508683e+04
5.118014090251367065e+01 2.791177299342002152e+04
5.589956958963128386e+01 2.662910524716988584e+04
6.105418674516702282e+01 2.488592704536613746e+04
6.668412201522851035e+01 2.343927629278228051e+04
7.283320548518949522e+01 2.223340114327861738e+04
7.954930890499571206e+01 2.104633232887920894e+04
8.688471837957533239e+01 1.976370878103152427e+04
9.489654142581792939e+01 1.880238205621766974e+04
1.036471515651357151e+02 1.771240754167761406e+04
1.132046739128420114e+02 1.658189116844476303e+04
1.236435155447498175e+02 1.572579789484749199e+04
1.350449447699926679e+02 1.482510034737795468e+04
1.474977238198138139e+02 1.392529602342588441e+04
1.610987998779220050e+02 1.307652413478371818e+04
1.759540598322130904e+02 1.227438954785925489e+04
1.921791546237393504e+02 1.154729279677071645e+04
2.099003996106351337e+02 1.083971235183743011e+04
2.292557579564976322e+02 1.013304565466787426e+04
2.503959146990837894e+02 9.469326324841373207e+03
2.734854498611465488e+02 8.877558167458797470e+03
2.987041197362929097e+02 8.309865229882152562e+03
3.262482563249132568e+02 7.724342753623473982e+03
3.563322958150483828e+02 7.201579590821000238e+03
3.891904480076975688e+02 6.689783952057322495e+03
4.250785196833554664e+02 6.188788810459393062e+03
4.642759061050211358e+02 5.738495242955754293e+03
5.070877661618963543e+02 5.291645768541527104e+03
5.538473980876713085e+02 4.867250087870428615e+03
6.049188342488022272e+02 4.484004345392406321e+03
6.606996752036839098e+02 4.112044069753260374e+03
7.216241850963951947e+02 3.769512443482099570e+03
7.881666724832274440e+02 3.447608039277189619e+03
8.608451829123521293e+02 3.148966887141168172e+03
9.402255320040447941e+02 2.874333240057936564e+03
1.026925710429742821e+03 2.621414489546032655e+03
1.121620695083502142e+03 2.383822050205372307e+03
1.225047703901720070e+03 2.159633125967334763e+03
1.338011935240860566e+03 1.945505990408917341e+03
1.461392836495302163e+03 1.745201086072243925e+03
1.596150950757652936e+03 1.562563286792798181e+03
1.743335394824038303e+03 1.396898640184235092e+03
1.904092026762033129e+03 1.244930842850301360e+03
2.079672366627243264e+03 1.112358681420103039e+03
2.271443339777970323e+03 9.951800445819014840e+02
2.480897918641467186e+03 8.947635238990584412e+02
2.709666745779883968e+03 8.015058327346447413e+02
2.959530828743635539e+03 7.144701123355588379e+02
3.232435405543965317e+03 6.342298582074040496e+02
3.530505088689946206e+03 5.603391215058887838e+02
3.856060405689077015e+03 4.915345896580984117e+02
4.211635864782307181e+03 4.273514018537047718e+02
4.599999686558555368e+03 3.704103225021221419e+02
5.024175355063021925e+03 3.204938250219193492e+02
5.487465156178619509e+03 2.773643895143275699e+02
5.993475886531176002e+03 2.375382707512125364e+02
6.546146933066997008e+03 2.025059066845766154e+02
7.149780941907449233e+03 1.744191810013639667e+02
7.809077315243292105e+03 1.510332752951955229e+02
8.529168797048272609e+03 1.307724913188554865e+02
9.315661432438442716e+03 1.133599076786561000e+02
1.017467821176829420e+04 9.760515616299767316e+01
1.111290673924097428e+04 8.209771543549520345e+01
1.213765129714156865e+04 6.901611703591423463e+01
1.325688971102306095e+04 5.787409769425509154e+01
1.447933545855095872e+04 4.666114402399129801e+01
1.581450550553549692e+04 3.830821565940494366e+01
1.727279439726730561e+04 3.100641154076046746e+01
1.886555518197127822e+04 2.536512185370987638e+01
2.060518779638291016e+04 2.038867291816106686e+01
2.250523560154477309e+04 1.695791900077499292e+01
2.458049082037232438e+04 1.414437374501690492e+01
2.684710969784006011e+04 1.110205728439583517e+01
2.932273828033109021e+04 8.665025108308094914e+00
3.202664979336561373e+04 6.715700842691735062e+00
3.497989468721965386e+04 4.624170899938116364e+00
3.820546451856631029e+04 3.396517611188190955e+00
4.172847094398863555e+04 2.735091014831085854e+00
4.557634121886201319e+04 2.038768600024945865e+00
4.977903172360027384e+04 1.374879638652993563e+00
5.436926117960706324e+04 1.035384440542168383e+00
5.938276537056220695e+04 8.330655092112899673e-01
