1.3719e-1	2.0656e-01	3.6746e-1	8.5e+8
2.6808e-1	3.1042e-01	7.1783e-1	1.7e+9
3.9227e-1	3.8065e-01	6.1271e-1	3.4e+9
4.7194e-1	4.3008e-01	5.6905e-1	5.1e+9
4.9865e-1	4.5994e-01	5.8716e-1	6.8e+9
5.9723e-1	5.1647e-01	6.5398e-1	8.5e+9

