1.062100692757396025e+01 5.786093148469479274e+03
1.194015070354084962e+01 5.696191772631329513e+03
1.342313396417604565e+01 5.747010998594196280e+03
1.509030580047737580e+01 5.631965912603355719e+03
1.696454268873856819e+01 5.944429060073125584e+03
1.907156239530473130e+01 5.830050624711842829e+03
2.144027686873339178e+01 5.585745562303755833e+03
2.410318896165082947e+01 5.694570063157942059e+03
2.709683842601270243e+01 5.752731404830521569e+03
3.046230330159393418e+01 5.795185210583062144e+03
3.424576357762372680e+01 5.711451096986725133e+03
3.849913486197659296e+01 5.700001029461747748e+03
4.328078075295492511e+01 5.700235401214982630e+03
4.865631368863387962e+01 5.617505371768371333e+03
5.469949526280456098e+01 5.617544510825531688e+03
6.149324836140469586e+01 5.660503553478033609e+03
6.913079500769637775e+01 5.620732320914641605e+03
7.771693552939133554e+01 5.529538225746909120e+03
8.736948660010548906e+01 5.518199154453451229e+03
9.822089788755465634e+01 5.512658395020768694e+03
1.104200694916958412e+02 5.453113292557260138e+03
1.241343951112040713e+02 5.437096734041972923e+03
1.395520589740562514e+02 5.364738496314215809e+03
1.568846180500759715e+02 5.301664767637739715e+03
1.763699049778543895e+02 5.197642692046417324e+03
1.982752915392161981e+02 5.069199951325591428e+03
2.229013574617362679e+02 4.960431505627064325e+03
2.505860148916118533e+02 4.813673707840222050e+03
2.817091451317803603e+02 4.645247568690351727e+03
3.166978112693352614e+02 4.482555579747025149e+03
3.560321182184889039e+02 4.284983203907434472e+03
4.002518005889915003e+02 4.083308798800510885e+03
4.499636287769344563e+02 3.887886214089258829e+03
5.058497349022932212e+02 3.658990132601004461e+03
5.686769728394482399e+02 3.419484851705436085e+03
6.393074407764654552e+02 3.174049496623208597e+03
7.187103106908182326e+02 2.919609725424655153e+03
8.079751270623844448e+02 2.676807828691740269e+03
9.083267573050227384e+02 2.442680957016114007e+03
1.021142199062464897e+03 2.214224093675399217e+03
1.147969474993644553e+03 1.987122071201014478e+03
1.290548874316544243e+03 1.775119529245105468e+03
1.450836832581214821e+03 1.584384313987481391e+03
1.631032777343693851e+03 1.406986257732065042e+03
1.833609308109819949e+03 1.249378245952889074e+03
2.061346124669878918e+03 1.102957944228074211e+03
2.317368169379424671e+03 9.701976960283946028e+02
2.605188506764226076e+03 8.479552316025253731e+02
2.928756528831555443e+03 7.338491078557439096e+02
