1.048749382746528092e+01 8.054218502666605673e+03
1.151001152875919331e+01 7.800145885350378194e+03
1.263222344362405636e+01 7.809231297478354463e+03
1.386384963480984212e+01 7.784444666568117100e+03
1.521555785918515724e+01 7.810262317311260631e+03
1.669905596674388093e+01 7.560360354706132966e+03
1.832719330840086513e+01 7.669892471356984061e+03
2.011407203092254647e+01 7.848021011327884480e+03
2.207516922297590511e+01 7.694991974942034176e+03
2.422747097026635998e+01 7.660161199034622769e+03
2.658961948088617788e+01 7.611384283887300626e+03
2.918207455520269988e+01 7.579347176269046031e+03
3.202729079886128716e+01 7.537120331785508824e+03
3.514991211383738801e+01 7.564852266926055563e+03
3.857698515212594259e+01 7.273054296454620271e+03
4.233819358090218543e+01 7.318167496527570620e+03
4.646611518824617804e+01 7.149887272114096959e+03
5.099650405635831873e+01 7.223019543392763808e+03
5.596860024631488528e+01 7.102963027352321660e+03
6.142546967670494951e+01 7.165279146779424991e+03
6.741437714001483528e+01 7.137302968706238062e+03
7.398719568764957444e+01 7.014427831597126897e+03
8.120085592948858277e+01 6.992451135090277603e+03
8.911783913959322945e+01 6.874228251038553026e+03
9.780671843911233054e+01 6.848401095233715751e+03
1.073427527438527278e+02 6.770269585400842516e+03
1.178085386210046863e+02 6.683112807493410401e+03
1.292947257010936823e+02 6.619216100790283235e+03
1.419008018417136441e+02 6.435123017148692270e+03
1.557359548437554224e+02 6.282469449650220668e+03
1.709200181839039203e+02 6.158955341940483777e+03
1.875845089548853935e+02 6.028975031165135988e+03
2.058737670036078384e+02 5.892122273800006951e+03
2.259462051338645665e+02 5.729213540951783216e+03
2.479756812022571921e+02 5.563298918613525530e+03
2.721530039917769273e+02 5.398241880576034418e+03
2.986875859062018890e+02 5.214209365901044293e+03
3.278092568001577547e+02 5.022681279879515387e+03
3.597702546553695129e+02 4.805801678899661965e+03
3.948474103453904718e+02 4.593466258678620761e+03
4.333445454121959983e+02 4.372987194245876708e+03
4.755951036230347881e+02 4.147495878255469506e+03
5.219650391008227643e+02 3.915934336568529034e+03
5.728559860436876079e+02 3.681049394271591154e+03
6.287087374882545419e+02 3.457133033994824928e+03
6.900070632480576478e+02 3.224323672075128798e+03
7.572819000962324480e+02 3.000319577435768224e+03
8.311159504858505898e+02 2.778060291102549854e+03
9.121487296398090621e+02 2.564390079011073340e+03
1.001082104725749900e+03 2.362317755936744106e+03
1.098686374093701033e+03 2.164588615423488136e+03
1.205806939231878914e+03 1.977514983234772899e+03
1.323371627229947080e+03 1.799767220008345703e+03
1.452398727173404041e+03 1.621896816705000674e+03
1.594005810076496800e+03 1.461820691789351940e+03
1.749419408747714442e+03 1.317723148919763389e+03
1.919985641430208943e+03 1.186182757970580269e+03
2.107181871234046866e+03 1.067373104553134908e+03
2.312629502348714595e+03 9.577096533580482856e+02
2.538108023870535362e+03 8.593602843216077645e+02
2.785570422885932658e+03 7.674861801544376476e+02
3.057160100311281440e+03 6.817196165057724784e+02
3.355229436006259675e+03 6.019630597175240609e+02
3.682360163962833212e+03 5.276435950248621793e+02
4.041385734050015344e+03 4.575593882459170345e+02
4.435415854001140360e+03 3.930923491593813992e+02
4.867863424214581755e+03 3.365646335009797667e+02
5.342474098664304620e+03 2.889323833053769022e+02
5.863358727962702687e+03 2.471309535748164592e+02
6.435028965582001547e+03 2.114647997806738431e+02
7.062436345638305284e+03 1.815332878896545594e+02
7.751015170711327301e+03 1.562352602728085742e+02
8.506729581173633051e+03 1.348078313780592339e+02
9.336125213721323234e+03 1.152742213602362398e+02
1.024638589654775569e+04 9.778167173284104763e+01
1.124539587222662158e+04 8.246224621970833368e+01
1.234180808724941016e+04 6.886299521498268916e+01
1.354511913970845126e+04 5.664531040589186262e+01
1.486575153428639896e+04 4.580957424345572093e+01
1.631514395700582281e+04 3.663012413813502377e+01
1.790585035165539739e+04 2.927790766432040215e+01
1.965164865604519218e+04 2.348412106703993985e+01
2.156766013991286309e+04 1.902551729340251896e+01
2.367048037812817711e+04 1.559405510458693200e+01
2.597832299362327103e+04 1.267934527394317890e+01
2.851117741508140170e+04 9.973667363825535759e+00
3.129098201580535897e+04 7.619575936652465131e+00
3.434181413341178268e+04 5.710910293716026764e+00
3.769009861621144955e+04 4.223902614738475059e+00
4.136483670260362851e+04 3.012757022512940086e+00
4.539785721592927439e+04 2.159051150173233236e+00
4.982409225051244721e+04 1.530500117216636369e+00
5.468187973674957902e+04 1.123325538485957953e+00
6.001329550592240412e+04 8.254673404565036066e-01
6.586451773091984796e+04 6.065831058399264730e-01
7.228622689947999606e+04 4.462087474597011827e-01
7.933404478433020995e+04 3.350057581782957539e-01
8.706901621237328800e+04 2.460885188578916249e-01
9.555813780577451689e+04 1.852591303855032068e-01
